,page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count
585,288,"In the past, AdTech vendors and most MarTech vendors have based their privacy policies on the fact that they  are not collecting or dealing with personal data because online identifiers, such as cookie IDs, IP addresses,  device advertising IDs, and device fingerprints were not considered examples of personal data. However, under the GDPR, any piece of data or information that can in some way identify a person is classed  as personal data. Apart from personal data, the GDPR also refers to two other types of data: pseudonymous and anonymous . Pseudonymous data refers to data that’s been changed into a non-identifiable format, rendering it unable to  identify a person without the use of additional data, such as the hashing function or encryption keys. ‘Pseudonymization’ means the processing of personal data in such a manner that the personal data can no  longer be attributed to a specific data subject without the use of additional information, provided that such  additional information is kept separately and is subject to technical and organizational measures to ensure  that the personal data are not attributed to an identified or identifiable natural person.",1175,193,293.75
586,288,"Article 4 (5)  GDPR  Anonymous data means that it can’t be used to identify a person, which, for this reason, offers little value to  online advertising and marketing companies as they are in the business of identifying people and targeting  them with ads and marketing messages. 295",283,51,70.75
587,289,"Due to its inability to identify a person, anonymous data is not subject to the rules of the GDPR, meaning if a  company collects anonymous data, they don’t have to obtain user consent. ... The principles of data protection should therefore not apply to anonymous information, namely information  which does not relate to an identified or identifiable natural person or to personal data rendered anonymous  in such a manner that the data subject is not or no longer identifiable. This Regulation does not, therefore,  concern the processing of such anonymous information, including for statistical or research purposes. Recital 26  GDPR  A Comparison of the Three Types of Data  Below is a comparison table that provides examples of personal, anonymous, and pseudonymous data. Type of  Information  Collected  Personal Data  Pseudonymous Data  Anonymous Data  Device  information  AEBE52E7-03EE-455A-B3  C4-E57283966239  Device advertising identifier  (e.g. Apple’s IDFA -  Identifier for Advertising)  e69a1078552e13f2734c223  22708bd95  Device advertising identifier  Using a one-way hash  function to convert the data  into a non-identifiable  format.",1154,190,288.5
588,289,The device can be  re-identified by applying the  same hash function to the  original value and comparing  it to the pseudonymous  hash. Apple iPhone 7  Device brand and model  Email address  john.smith@company.co  m  Email address  1bc5edb4799fd8eec67c661  22f47eb73  Email address  Similar to the advertising  one-way hash function. company.com  Domain of the email address  Web activity  213.86.17.58  8d61a1f53fdc1b74.1495187  500+ pageviews  296,450,80,112.5
589,290,"(e.g. pageviews)  https://clearcode.cc/  https://clearcode.cc/about/  https://clearcode.cc/contact  /  (URLs visited)  A list of page URLs visited  on a website along with an  IP address of the visitor. 199.51.1505818713.150581  7299. https://clearcode.cc/  https://clearcode.cc/about/  https://clearcode.cc/contact/  (URLs visited)  A list of page URLs visited  on a website along with a  randomly generated unique  identifier that has been set in  the visitor’s browser cookie. http://clearcode.cc/about/  An aggregated number of  times a given page was  viewed  https://clearcode.cc/  https://clearcode.cc/about/  https://clearcode.cc/contact/  (URLs visited)  A list of the page URLs  visited on a website without  containing cookie IDs, IP  addresses, or any other  personally identifiable  information. Address and  DOB  742 Evergreen Terrace  Henderson, NV 8901  USA  Address  November 24, 1971  Date of birth  1971  NV 8901  The year of birth and a  postal code.",970,164,242.5
590,290,"By using an external  database, a data subject can  be re-identified, hence the  data cannot be considered  anonymous. 89**  Suppressing certain parts of  the data, e.g. removing the  last two digits of a postcode. 45-54  Age range instead of the  exact age. The column on the left contains different types of user information, then shows how the data would look under  the different categories of data: personal data, anonymous data, and pseudonymous data. From the table above, it appears that anonymous data is the least likely to expose the identity of a data  subject.",573,105,143.25
591,290,"While that is true in most cases, it’s important to keep in mind that the anonymized data could still be linked to  an individual if enough pieces of data are combined together. For example, having a single data point, like an age range of 40–50, out of a sample size of 1,000 couldn’t be  linked to an individual, but when you add in other anonymized data sets (e.g. postcodes and the year of birth)  and combine with other sets of data (e.g. public records or data), it can easily become personal data and could  be used to identify an individual. 297",553,105,138.25
592,291,"Did you know? There have been a number of situations of anonymized data becoming re-identifiable, with one example  being Netflix’s 2006 contest in which the company put up a $1 million prize for the person or team who could  significantly improve their recommendation algorithm. As part of the content, Netflix released 10 million  movie rankings by 500,000 customers, which included the following information:  ● A unique subscriber ID  ● Movie title  ● Year of release  ● The date on which the subscriber rated the movie  Even though personally identifiable information, such as customer name, was replaced with a unique ID, two  researchers at the University of Texas at Austin, Arvind Narayanan and Vitaly Shmatikov, were able to  de-anonymize some of the data and identify certain users by comparing user ratings and the date on which  they rated the movies with information from the site Internet Movie Database (IMDB). A Side Note About Sensitive Data  The GDPR also includes another type of data class: sensitive data . Examples of sensitive data include religious or philosophical beliefs, racial or ethnic origin, political opinions,  trade-union membership, and data concerning health, sex life, and sexual orientation.",1231,205,307.75
593,291,"Sensitive data is typically not collected by advertisers or marketers as it requires stronger grounds for  processing and is subject to additional protections, meaning the payoff just isn’t viable. Advertisers and marketers wishing to collect, store, and use sensitive data should be aware that they will need  to obtain explicit consent from the data subject. What Does This Mean for AdTech From a Technical Perspective? The definition of personal data is somewhat unchanged from the definition given in the Directive; however, it  broadened the scope of the data-protection law. One example of the change in scope is that the GDPR now considers online identifiers and location data as  personal data.",702,114,175.5
594,291,"As most online advertisers, marketers, and publishers collect and use online identifiers, such as those  mentioned above, as well as location data, they will now have to take additional steps to ensure they are  compliant with the GDPR’s rules regarding the collection, storage, and usage of personal data. Examples of personal data include:  ● Names  ● Email, home, and work addresses  298",390,67,97.5
595,292,"● Phone numbers  ● Cookie IDs (visitor identifiers stored in cookies)  ● IP addresses  ● Device IDs  ● Device fingerprints  The GDPR states that companies collecting personal data should implement measures to ensure the data is  protected at all times, for instance, via encryption and pseudonymization. Although most companies already do this with obvious examples of personal data, such as emails, phone  numbers, and IP addresses, they now have to apply this to all types of data they collect. While these measures will help online advertising and marketing companies mitigate risks associated with data  security, encrypted and pseudonymized data are still classed as personal data, meaning companies still have  to obtain user consent and carry out various data-protection measures if they wish to collect and use the  information. The main challenges advertising and marketing companies face with personal data are collecting it in the first  place (i.e. obtaining consent), ensuring its security, and creating a chain of responsibility with their partners  when they exchange data with them. The European Union’s ePrivacy Directive  The ePrivacy directive is a piece of EU legislation that also aims to protect the data and privacy of EU and EEA  citizens and residents, but with a focus on respecting their private lives when using electronic communications.",1366,224,341.5
596,292,"Within the online advertising and marketing industries, the current ePrivacy directive is often conversationally  referred to as the cookie law because it regulates the usage of cookies, among other identifiers. However, it relates to the protection of privacy in the electronic-communications sector as a whole, not just the  usage of cookies for online advertising and marketing. One of the most prominent consequences of the ePrivacy directive (officially known as the Privacy and  Electronic Communications Directive, 2002/58/EC) is the cookie-consent notices — also known as cookie  bars — like the one below from bbc.co.uk:  A common identifier of the current EU ePrivacy directive is the cookie-information banners displayed to EU  citizens, which will likely be superseded by a new user-consent form under the GDPR and ePrivacy  regulations. Currently, ePrivacy is a directive, but is in the process of being transformed into a regulation, which will also  repeal the current directive. 299",998,158,249.5
597,293,"Once adopted, ePrivacy will regulate the processes of placing, accessing, and using identification technologies  on users’ devices based on the broadened definition of personal data as recognized by the GDPR (e.g.  cookies, device advertising IDs, and IP addresses). It is not known when the ePrivacy regulation will come into force as the proposal is set to be negotiated  between the three EU legislative institutions (see below). Given that it is still in progress, the final version of the ePrivacy regulation may still affect how AdTech  platforms interact with online identifiers based on the GDPR itself and the current state of ePrivacy. What’s the difference between GDPR and ePrivacy? Both the GDPR and ePrivacy are based on Articles of the EU Charter of Fundamental Rights, a document  containing the rights and freedoms protected in the EU.",852,140,213.0
598,293,"The GDPR is based on Article 8 and relates to the protection of personal data, whereas ePrivacy is based on  Article 7 and relates to respect for private life. In simple terms, the GDPR is focused on data protection, and ePrivacy is focused on the right to respect a  data subject’s private and family life, home, and communications. Also, ePrivacy is lex specialis of the GDPR, meaning that when the two regulations cover the same situation,  ePrivacy will override the GDPR. The Current State of ePrivacy  In December 2016, a draft of the proposed ePrivacy regulation was leaked, with the first official draft formally  released by the European Commission in January 2017. On October 19, 2017, the European Parliament’s Committee on Civil Liberties, Justice, and Home Affairs (aka  LIBE Committee) voted to approve an amended version of the ePrivacy regulation.",863,146,215.75
599,293,"This amended version was  then approved by members of the European Parliament during a plenary session (a meeting of the whole  Parliament). Another draft was released in March 2019, with subsequent proposals released in March 2019 and November  2019 . The drafts have been met with some strong opposition from various advertising and marketing organizations,  including the Interactive Advertising Bureau Europe (IAB Europe) and Digital Europe — whose members  include Google, Apple, Microsoft, and IBM — with their main concerns centered around the lawfulness of data  processing based on the notion of legitimate interest. 300",629,101,157.25
600,294,"One the draft has been finalized, the next stage involves trilogue negotiations between representatives of the  European Parliament, the Council of the European Union, and the European Commission. Once the proposal  is finalized and approved by way of voting, it will be adopted and enforced. California Consumer Privacy Act of 2018  The California Consumer Privacy Act (CCPA) is a law passed by the California State Legislature on June 28,  2018 and came into effect on January 1, 2020. Enforcement of the act began on July 1, 2020. The goal of the CCPA is to make it easier for Californian citizens and residents to know the types of personal  information businesses collect about them, and give them the right not to agree to the sale of their personal  data to other parties  The CCPA provides Californian citizens and residents with the following rights:  ● Right to know all the data a business collects about them.",921,162,230.25
601,294,"● Right to say NO to the sale of their information. ● Right to DELETE their data. ● Right to be informed of what categories of data will be collected about them prior to its collection, and to  be informed of any changes to this collection. ● Mandated opt-in before sale of children’s information (under the age of 16). ● Right to know the categories of third parties with whom their data is shared.",399,75,99.75
602,294,● Right to know the categories of sources of information from whom their data was acquired. ● Right to know the business or commercial purpose of collecting their information. ● Enforcement by the Attorney General of the State of California. ● Private right of action when companies breach their data. What are the Non-Compliance Fines?,336,55,84.0
603,294,"Under the CCPA, fines are enforced by the California Attorney General and can reach up to $7,500 per every  violation (in the case of intentional violations). Non-intentional violations remain subject to the $2,500 maximum  fine. 301",233,38,58.25
604,295,"Also, the CCPA allows affected consumers to take individual or class-action lawsuits against offending  businesses, which should be a more serious financial concern for potential violators. Damages range between  $100 and $750 – or more, if actual damages are proven. The Definition of Personally Identifiable Information (PII) and Personal Data  Personally Identifiable Information (PII) is a term regularly used in AdTech, but it extends well past this industry. In fact, PII is often referenced by US government agencies, such as the National Institute of Standards and  Technology (NIST) . NIST provides the following definition of PII:  PII is any information about an individual maintained by an agency, including (1) any information that can be  used to distinguish or trace an individual‘s identity, such as name, social security number, date and place of  birth, mother‘s maiden name, or biometric records; and (2) any other information that is linked or linkable to an  individual, such as medical, educational, financial, and employment information.",1060,168,265.0
605,295,"A very similar definition is provided by US Government’s Office of Management and Budget :  The term “personally identifiable information” refers to information which can be used to distinguish or trace an  individual's identity, such as their name, social security number, biometric records, etc.alone, or when  combined with other personal or identifying information which is linked or linkable to a specific individual, such  as date and place of birth, mother’s maiden name, etc. What Pieces of Information are Considered PII? PII can be divided into two categories: linked information and linkable information . Linked information is any piece of personal information that can be used to identify an individual and includes,  but is not limited to, the following:  ● Full name  ● Home address  ● Email address  ● Social security number  ● Passport number  ● Driver’s license number  ● Credit card numbers  ● Date of birth  ● Telephone number  ● Internet protocol (IP) address  Linkable information, on the other hand, is information that on its own may not be able to identify a person, but  when combined with another piece of information could identify, trace, or locate a person.",1187,206,296.75
606,296,"Here are some examples of linkable information:  ● First or last name (if common)  ● Country, state, city, postcode  ● Gender  ● Race  ● Non-specific age (e.g. 30-40 instead of 30)  ● Job position and workplace  Non-PII  There’s a lot of grey area around whether identifiers like cookie IDs and device IDs are examples of PII or  non-PII. While the definition of PII doesn’t include a specific reference to cookie IDs or device IDs, the Guide to  Protecting the Confidentiality of Personally Identifiable Information (PII) from the NIST suggests that they are  classed as PII (emphasis ours):  Asset information, such as Internet Protocol (IP) or Media Access Control (MAC) address or other  host-specific persistent static identifier that consistently links to a particular person or small,  well-defined group of people . However, many AdTech companies, advertisers, and publishers class cookie IDs and device IDs as non-PII. 303",931,160,232.75
607,297,"One could argue that cookie IDs and device IDs can be deleted or reset and therefore aren’t persistent forever,  but the same could be said for other types of PII such as home addresses, email addresses, and password  numbers that can change more than once during a person’s life. The Definition of Personal Data  As we mentioned above in the section about the GDPR, personal data is a term used in the European Union to  define a piece of information that can be used to identify a person. Examples of personal data include:  ● Names  ● Email, home, and work addresses  ● Phone numbers  ● Cookie IDs (visitor identifiers stored in cookies)  ● IP addresses  ● Device IDs  ● Device fingerprints  What’s the Difference Between PII and Personal Data? While PII is a commonly recognized term, there is another term that many people may be familiar with —  personal data. The difference between PII and personal data can be explained by the following:  Personally Identifiable Information (PII) is a term used mainly within the USA.",1027,189,256.75
608,297,"Personal data is a term used in the EU’s GDPR. Even though it is considered to be the European equivalent  of PII, it doesn’t completely correspond to the PII definition popular in the US. Browser Settings  Although popular web browsers have long provided some level of privacy protection in the form of DoNotTrack ,  few have implemented technical settings to strengthen user privacy when browsing the web. 304",411,71,102.75
609,298,"But this has all changed over the past few years with the most popular web browsers by market share —  Google Chrome, Mozilla’s Firefox, and Apple’s Safari — making gradual changes to how their web browsers  handle cookies and other storage and tracking methods (e.g. device fingerprinting) to strengthen privacy for  users. Let’s now take a look at how web browsers have strengthened user privacy and the impact these changes  have had on digital advertising. Apple’s Safari  Apple’s first real initiative to strengthen user privacy came in 2015 when they allowed iOS users to install  content blockers (a form of ad blocking). These content blockers can be downloaded from the App Store and used to prevent certain content (e.g. ads)  and tracking cookies from loading in the Safari web browser on Apple smartphones and tablets. Then, in September 2017, Apple stepped up their privacy game by introducing Intelligent Tracking Prevention  (ITP) with the release of Safari 11 and iOS 11.",987,168,246.75
610,298,"ITP is a feature of Webkit, an open-source web-browser engine that powers Apple’s Safari web browser, that  aims to further protect users’ online privacy by changing the way Safari handles user identification methods,  such as first- and third-party cookies. The way ITP works is by classifying domains that are capable of tracking users across different domains via its  Machine Learning Classifier. Since its initial release, ITP has strengthened user privacy by limiting the lifespan of cookies and other data  storage methods with every new update. Here’s an overview of the main restrictions ITP places on cookies and other browser storage methods as per  ITP 2.3:  ● Third-party cookies are blocked by default. ● First-party cookies created by JavaScript’s Document.cookie API are set to expire in 7 days.",811,133,202.75
611,298,"● First-party cookies created by JavaScript’s Document.cookie API, classified as a tracking domain by the  Machine Learning Classifier, and created via a link containing a query string or id fragment (known as  link decoration) are set to expire in 24 hours. ● Data stored in local storage is set to expire in 7 days. ● All cookies created by a third-party CNAME-cloaked HTTP response will be set to expire in 7 days. ● In 2021, ITP will add a new feature that will hide a user’s IP address from trackers. How Does Intelligent Tracking Prevention Impact Digital Advertising?",574,100,143.5
612,298,The main problem companies in the digital advertising industry face when it comes to ITP is that it’s harder to  identify users across different websites. The ability to identify a person across different websites is important for the following reasons:  305,258,43,64.5
613,299,"1. Monetization for publishers: The more a publisher knows about a visitor, the more ad revenue it will  receive from advertisers, as we explain in the next point. 2. Revenue for advertisers: Advertisers want to reach a specific audience, and if a member of that audience  accesses a publisher’s site, they’ll likely submit a high bid in hopes their ad will be shown to them. 3.",378,68,94.5
614,299,"Relevance for users: Although most people are uneasy with ads that follow them around the web, many  users will click on or interact with ads if they are relevant to them; for example, an ad for a upcoming Metallica  concert at CenturyLink Field would be of great interest to a heavy-metal fan living in Seattle. 4. Attribution: One of the most overlooked areas of this whole identity problem is attribution. It’s estimated that  global digital ad spend in 2019 will reach $316 billion , and without an accurate way to identify users as they  move across the Internet and devices, it will be hard to track performance and know where to assign budgets. In response to the limitations imposed on them by ITP, many AdTech companies have created workarounds,  but these have either been eliminated or restricted with new releases of ITP.",833,147,208.25
615,299,"Privacy Changes in iCloud+  Apple will introduce new privacy features that will be available to iCloud+ subscribers, which will be the paid  iCloud subscriptions. The below changes won’t be applied to the free iCloud subscriptions. Private Relay  Private Relay encrypts the traffic between the Safari browser and the website a user is visiting. Nobody,  including Apple or the network provider, can read the information being passed. Here is Apple’s explanation on how its Private Relay works :  All the user’s requests are then sent through two separate internet relays.",571,94,142.75
616,299,The first assigns the user an  anonymous IP address that maps to their region but not their actual location. The second decrypts the web  address they want to visit and forwards them to their destination. This separation of information protects the  user’s privacy because no single entity can identify both who a user is and which sites they visit. Mail Privacy Protection  This feature will prevent email senders from using invisible pixels to identify when a user opens an email. It will  also mask a user’s IP address so that it can’t be used to determine their location or linked with other online  activity.,613,110,153.25
617,299,Hide My Mail  The Hide My Mail feature will allow users to use a unique and randomly generated email address instead of  using their actual email address. The newly generated email address will forward to the user’s personal email address and users can create and  delete as many “hidden” email addresses as they like. 306,322,58,80.5
618,300,"Source: Apple  The Impact of These Changes on Programmatic Advertising and AdTech  While these changes will increase user privacy, their impact on programmatic advertising and AdTech won’t be  as severe as some of the other privacy changes Apple has introduced. Mail Privacy Protection will likely disrupt how email automation and MarTech tools work as they won’t be able  to report on open rates. The Hide My Mail feature will throw a spanner in the works for ID graphs and ID solutions built around email  addresses. As these changes will only apply to iCloud+ subscriptions, not every Apple user will be covered by these  changes. According to a group of Barclays analysts , Apple has around 850 million iCloud users, with about 170 million of  those users on paid subscriptions, which accounts for 20% of all iCloud subscribers.",832,144,208.0
619,300,So around 170 million Apple users will see these new privacy changes come into effect when iCloud+ is  released. The number of iCloud+ subscriptions makes up only 12% of Apple's 1.4 billion active users . 307,208,37,52.0
620,301,"Mozilla’s Firefox  Firefox has also stepped up their privacy game by introducing Enhanced Tracking Protection (ETP) in June  2019 that blocked known trackers when browsing in private mode. Then in September of the same year, Firefox released an update of ETP that blocks known third-party trackers  as the default option for all Firefox users. Apart from blocking known trackers, Firefox also blocks social media trackers, device fingerprints, and  cryptominers. 308",466,74,116.5
621,302,"Google Chrome  Despite the fact that Google has a lot of skin in the digital advertising game with a large chunk of Google’s  revenue coming from ads and their own ad products, it has also made changes to improve the user experience  and strengthen user privacy over the past few years. 309",290,55,72.5
622,303,"Chrome’s Better Ads Standards  On February 15, 2018, Chrome released a built-in filter that blocks ads that don’t comply with the Better Ads  Standards proposed by the Coalition for Better Ads formed by leading associations and companies (including  Google and Facebook ). The coalition’s goal is to improve consumers’ experiences with online ads. The filter does not get rid of ads completely (like a regular ad blocker), but protects the user from the most  disruptive ads. The filtered ads, according to www.betterads.org , include certain types of desktop ads:  ● Pop-up ads  ● Auto-playing videos with sound  ● Prestitial ads with a countdown  ● Large sticky ads  The types of mobile ad experiences least preferred by consumers and not complying by Better Ads Standard  for ads on mobile devices include:  ● Pop-up ads  ● Prestitial ads  ● Mobile pages with more than 30% ad density  ● Flashing animations  ● Postitial ads that require a countdown to dismiss  ● Full-screen scrollover ads  ● Large sticky ads  ● Auto-playing videos with sound  310",1052,190,263.0
623,304,"The Chrome filter is switched on by default and works in the following way:  ● A Chrome user opens a new page. ● Chrome’s ad filter first checks the page against a list of sites that notoriously fail the Better Ads  Standards . ● If the page is blacklisted, all requests for JavaScript ad tags or images ads will be blocked and won’t be  displayed. To determine which requests are ad-related, Chrome uses EasyList patterns used by most  available ad blockers. From an Internet user’s perspective, when you open a website that is non-compliant with Better Ads  Standards, you will see something like this:  311",609,111,152.25
624,305,"Importantly, the filter doesn’t block all the ads; only the intrusive, poorly designed ads that get on people’s  nerves the most. Ads that comply with Better Ads Standards will be displayed normally. According to the standards proposed by the Coalition for Better Ads , the following kinds of ads – unlike in the  case of using an ad blocker like Adblock Plus – will not be blocked by the Chrome filter:  ● Autoplay video ads (without sound)  ● Skippable prestitials  ● Ads that initiate up to 12 seconds of scroll lag to ensure you see them  ● Flashing ads  ● Side-rail takeover ads  Chrome’s SameSite Cookies  On Wednesday, October 23, 2019, Google Chrome released a detailed blog post explaining changes about  how cookies would be handled in the future. The changes aim to give Chrome users more control over deleting third-party cookies, while keeping first-party  cookies intact. In short, website developers have to include a new “ SameSite ” attribute (specifically, SameSite=None) when  setting a cookie to tell Chrome which cookies are to be used only by the current site or current URL that the  user is on, and which ones are cross-site cookies.",1157,207,289.25
625,305,"Developers will also have to add the ‘Secure’ attribute as cookies will only be set via HTTPS. Even though this attribute applies to Chrome, which was the first browser to support this attribute, it shouldn’t  cause any issues in other browsers that don’t support it. 312",271,47,67.75
626,306,"Setting cookies in this way will eventually help Chrome understand which ones are first party and which ones  are third party. In the future, Chrome could then ask users if they want to block third-party cookies. If the user says ‘yes’, then  cookies created with `SameSite=None` will be blocked. Chrome’s Privacy Sandbox  On August 22, 2019, Google announced a new initiative that aims to make the web more privacy friendly, but  still allows online advertising to work in a limited capacity. This initiative is known as Privacy Sandbox.",538,92,134.5
627,306,"Google is quick to reiterate that blocking third-party cookies completely without providing a solid alternative  (like what Safari and Firefox have done) is detrimental to the future of the Internet (and the back pockets of  publishers). It also acknowledges that users are demanding more control over their privacy. Instead of blocking third-party cookies altogether, Privacy Sandbox provides a secure environment for  personalization while still protecting user privacy. Here are the key things to know about Privacy Sandbox:  ● It’s an open solution and Google has asked for feedback and input from other web browsers,  publishers, and advertising technology (AdTech) companies on how to advance it. ● It is being positioned as a new web standard, rather than a new privacy feature.",785,126,196.25
628,306,"● It will likely allow ads to still be relevant for users, but only anonymous and aggregated data would be  available to AdTech companies and advertisers. Also, a lot more user data will stay on the device,  instead of being passed on to AdTech companies. ● Google acknowledges that it can't go it alone and will require input and feedback from other companies  and organizations. ● It’s expected that Privacy Sandbox will go live in 2033. Chrome’s Plans to Kill Off Third-Party Cookies and the Move To Privacy Sandbox  On Tuesday the 14th of January, 2020, Google made an announcement that most people in the online  advertising industry never thought they would hear — Google will kill off third-party cookies by 2022.",720,127,180.0
629,306,"This announcement follows in the footsteps of their previous initiatives (listed above) and is the next step in  Google Chrome’s ongoing commitment to making the web a more privacy friendly place, while still allowing  companies, including Google, to earn money from online advertising. Here are the main things you need to know about this new announcement:  ● Google Chrome plans to stop supporting third-party cookies by 2022. ● It will run a series of trials in 2020 to see how conversion measuring and personalization can work  without using third-party cookies. This will involve using Privacy Sandbox (see above). ● The personalization element will probably be interest-based personalization on an aggregated level,  rather than 1:1 personalization that has stood as the holy grail for advertisers and marketers for over a  decade.",837,136,209.25
630,307,"● The ultimate goal will be to replace third-party cookies used for ad selection and measurement with  Privacy Sandbox. As they’ve stated previously, Google doesn’t see strict privacy features, like those seen by Safari and Firefox,  as the way forward for the Internet and online advertising. Google feels that these approaches only encourage companies to create workarounds and develop techniques  like device fingerprinting, which further diminish user privacy and provide little or no control. Just like with other sandboxes used in computer security, Chrome’s Privacy Sandbox will execute advertising  processes in a restricted environment, which is in stark contrast to how these processes are carried out today. There are three parts to Privacy Sandbox:  ● Replacing cross-site tracking processes — i.e. the ones currently powered by third-party cookies.",861,133,215.25
631,307,"● Phasing out third-party cookies by separating first-party and third-party cookies via the SameSite  attribute and turning off support for third-party cookies. ● Mitigating workarounds such as fingerprinting. On Thursday June 24, 2021, Google Chrome announced that it would be extending its planned sunset of  third-party cookies by 2 years. It’s currently expected that Chrome will shut off support for third-party cookies  starting from the middle of 2023. Although it’s still in development, Privacy Sandbox puts forward a completely new way of how online  advertising works, particularly around identification, ad targeting , and measurement .",648,99,162.0
632,307,"Identification in Privacy Sandbox  As part of its plans to improve user privacy, Privacy Sandbox won’t identify individual users. This also means  there probably won’t be an ID that replaces cookies — i.e. no browser IDs. This is the biggest change that the online advertising industry will have to get used to, as publishers, brands,  agencies, and AdTech vendors have built their businesses around identifying individuals across the web via  third-party cookies. Although many AdTech vendors will turn to other identifiers such as first-party cookies, it’s impossible to rule  out the possibility of Chrome limiting the use of first-party cookies and other techniques for identification, like  what Safari has done with Intelligent Tracking Prevention (ITP). Ad Targeting in Privacy Sandbox  The ad-targeting options in Chrome’s Privacy Sandbox will be fairly similar to the ones available today, but  won't rely on user-level identification.",944,150,236.0
633,307,"The main ad targeting processes in Privacy Sandbox are contextual and first-party-data targeting ,  interest-based targeting via Federated Learning of Cohorts (FLoC) , and remarketing (aka retargeting) . 314",207,30,51.75
634,308,"With this method, users will be displayed ads that match the context of the page they’re visiting, similar to how  contextual advertising works today. The only difference is that Privacy Sandbox will be responsible for informing AdTech platforms about the  context of the page, rather than the AdTech platforms themselves (e.g. via web crawlers and the user agent  string). 315",377,63,94.25
635,309,"With interest-based targeting, a user will be added to a group based on the websites they visit. Advertisers will  be able to target them based on the groups they belong to. 316",177,33,44.25
636,310,"The important thing to note here is that targeting will be done on a cohort level, meaning no user data will be  passed to AdTech platforms, just the name of the interest group they belong to. This new way of running  targeted ad campaigns is in stark contrast to how it’s done currently. Google Chrome announced on January 25, 2021, that it would make the FLoC API publicly available for testing  in March 2021, and begin testing FLoC in Google Ads in Q2 2021. These tests were released in most  countries, except for countries in Europe as Google is not yet sure if FLoC complies with the GDPR. Based on the tests Google’s ad teams have conducted using FLoC, it claims that advertisers can expect to see  at least 95% of the conversions per dollar spent when compared to cookie-based advertising for  reaching in-market and affinity Google Audiences.",852,154,213.0
637,310,"Then, on January 25, 2022, Google announced that it would be sunsetting FLoC and replacing it with a new  initiative — Topics API . Topics will enable advertisers to show ads to users based on the websites they visit, rather than the cohort they  belong to. A classifier model will map website hostnames to topics and only subdomains and root domains will  be included and not the full URL. For example, the website football.news.com will have the topic of football  associated with it, but news.com/sport will have topics related to news.com associated with it. There are currently around 350 categories that will be included in the Topics API, but it’s likely that this number  will change.",692,121,173.0
638,312,"The remarketing (aka retargeting) method is similar to the interest-based targeting method above, with the  main difference being how the ad-decisioning process works. With interest-based targeting, advertisers can show ads to users based on the interest groups they belong to. With the remarketing method, the browser will send two ad requests to the AdTech platform — one containing  contextual information and one referencing the interest group that the user belongs to. The process Chrome’s Privacy Sandbox will use for remarketing is known as Two Uncorrelated Requests,  Then Locally-Executed Decision On Victory (TURTLEDOVE). The AdTech platform won’t know that these two ad requests are coming from the same user, hence the name  ‘two uncorrelated requests’.",765,118,191.25
639,312,"The reason for this is to make it hard for AdTech platforms to identify users by  connecting the time the two requests are sent. The interesting thing about this proposed approach is that many of the key ad-decisioning and even auction  mechanics will be conducted client side (i.e. in the Chrome browser) instead of server side by AdTech  platforms. Other Proposals in Chrome’s Privacy Sandbox  Apart from the standards mentioned above, there are many others that have been put forward by Google and  other companies, including AdTech companies, advertisers, and publishers. Some of these proposals include:  SPARROW: A proposal from Criteo in response to Chrome’s TURTLEDOVE. Dovekey: A follow-up proposal to Criteo’s SPARROW from various teams at Google.",757,124,189.25
640,312,"PARROT: A proposal from Magnite that’s designed to maintain the privacy aspects of TURTLEDOVE but put  control of the auction decisioning in hands of publishers by utilizing Fenced Frames (another proposal from the  Google Chrome team). TERN: a proposal from AdTech company NextRoll. The goal of TERN is to propose improvements to  TURTLEDOVE based on information collected from GitHub issues and repos. Fenced Frames: An API proposal created by Google engineers that would allow ads on a web page to load  without the rest of the page knowing what ad is being displayed. The Fenced Frames API would be used to  communicate with other Privacy Sandbox standards, like TURTLEDOVE, to show interest-based ads.",706,118,176.5
641,312,FLEDGE: A proposal from Google that’s designed to be an early prototype of ad-serving processes in  TURTLEDOVE. FLEDGE also incorporates components of the proposals made by independent AdTech  companies (i.e. the ones listed above). A full list of proposals can be found on the W3C’s Web Advertising Business Group Github repository . 319,338,55,84.5
642,313,"Mobile IDs  Although most of the privacy changes over the past few years have been focused on web browsers, they are  now starting to enter the in-app mobile world. The two main mobile operating systems are Google’s Android and Apple’s iOS. Source: Statcounter  Just like in the web-browser world, Apple has made a number of changes to iOS to increase user privacy over  the past few years, including:  Limit Ad Tracking (LAT): An option that allows iOS users to opt out of targeted advertising. When enabled,  the user’s IDFA will be zeroed out (i.e. the random numbers and letters will be replaced with zeros) when  accessed by apps and AdTech companies. Opt out of location-based Apple Ads: This option allows iOS and macOS users to opt out of location-based  ads served by Apple.",783,141,195.75
643,313,"Grant or deny access to location data: The new release of iOS 13 brought with it an update to location data  controls. Firstly, users were periodically shown messages informing them of certain ads that were using their location  data in the background (i.e. when not actually using the app in question). 320",307,54,76.75
